wavelength_nm,c5,c4,c3,c2,c1,c0
5.886105211527400343e+02,5.380153470067170453e-11,-2.498475470153382574e-08,1.157829591410850615e-06,7.922028243849941771e-04,-2.752695187699041521e-02,2.069543881875977487e+00
5.888166644541601045e+02,3.038221996982207772e-11,-1.040085046315128444e-08,-2.038489598514074257e-06,1.082502573111263902e-03,-3.650049669421492199e-02,2.060625028152864857e+00
5.890227910802600491e+02,4.351732580706123005e-11,-1.743288710249344339e-08,-8.595587807392558104e-07,1.022883664738321067e-03,-3.700523705092723797e-02,2.118550120756685917e+00
5.892289010310399817e+02,3.842502544868434268e-11,-1.552488437721410360e-08,-8.900561371176961611e-07,9.787982356422666747e-04,-3.387941216829847696e-02,2.115735377230812730e+00
5.894349943065000161e+02,5.022091043954595185e-11,-2.277067022138224823e-08,7.244896556534979528e-07,8.204419248409848152e-04,-2.806250261130264004e-02,2.124074548419587760e+00
5.896410709066400386e+02,4.152726264280224187e-11,-1.764859594357373721e-08,-3.149493808209503399e-07,9.040245936966612942e-04,-3.009364028637376287e-02,2.127156648225080993e+00
5.898471308314599355e+02,5.337989344623134799e-11,-2.405070776133215609e-08,7.601053685816544817e-07,8.490263293092529476e-04,-2.982725276032298367e-02,2.132383991012931634e+00
5.900531740809600478e+02,4.326040668747003606e-11,-1.825223318429973988e-08,-3.210054902979462071e-07,9.205459114114309619e-04,-3.127818245369763661e-02,2.139878983876685847e+00
5.902592006551400345e+02,3.089503725428881598e-11,-1.179238228884157350e-08,-1.388464936985008889e-06,9.823380990537052600e-04,-3.276883621910394589e-02,2.172933224348213788e+00
5.904652105540000093e+02,4.707374215163688920e-11,-2.115549142461589015e-08,4.969996435824140763e-07,8.185065503106481654e-04,-2.633013922090459216e-02,2.098539028565546971e+00
5.906712037775399722e+02,3.666517583322579167e-11,-1.485399071153255099e-08,-8.689213160334002931e-07,9.473768722398174733e-04,-3.109494040448071081e-02,2.107210755449549833e+00
5.908771803257599231e+02,3.176751137475877284e-11,-1.202496583647797597e-08,-1.421824716698675937e-06,9.895078392043929732e-04,-3.257017540309149750e-02,2.166119886888168367e+00
5.910831401986600895e+02,2.690799617263455896e-11,-8.500796059438643467e-09,-2.242744759817486726e-06,1.056392085690452745e-03,-3.363740985581160220e-02,2.101220126918561082e+00
5.912890833962400166e+02,3.248893754782749221e-11,-1.212144354954806632e-08,-1.577906092442072673e-06,1.036829324635064236e-03,-3.604232842017074390e-02,2.162674012856321326e+00
5.914950099185000454e+02,6.286683058183243608e-11,-3.119152538579364603e-08,2.644381892798017268e-06,6.481815230320576125e-04,-2.326570081415687760e-02,2.114213933185423500e+00
5.917009197654400623e+02,2.968195777395916567e-11,-1.073603527731157299e-08,-1.717156180448082883e-06,1.018052072074647658e-03,-3.336149585839515153e-02,2.123120306416933278e+00
5.919068129370599536e+02,3.943751202703232703e-11,-1.743751057319538418e-08,2.806983845584111092e-08,8.114433363811435511e-04,-2.368905220650620314e-02,2.011207610523218836e+00
5.921126894333600603e+02,4.030294765059554368e-11,-1.726144072592805376e-08,-3.680227664758695792e-07,9.164904879830395581e-04,-3.186893526982578079e-02,2.103961709270694147e+00
5.923185492543400414e+02,1.382329393526824168e-11,-9.886340765077515095e-10,-3.780506866489985878e-06,1.192223327594891169e-03,-3.831651703706517864e-02,2.101928975100017638e+00
5.925243924000000106e+02,2.726344326608996534e-11,-8.921092892444251816e-09,-2.161009159360511217e-06,1.057695114640915890e-03,-3.425452673014934418e-02,2.045463696324819391e+00
5.927302188703400816e+02,3.824543916531578155e-11,-1.554897662022078241e-08,-7.751865132069863694e-07,9.403802980506906738e-04,-3.080568813394773606e-02,2.034714312363727906e+00
5.929360286653600269e+02,2.679128206663087061e-11,-9.650733636763806721e-09,-1.680578818029415421e-06,9.732264747433327489e-04,-3.008266484479786909e-02,2.032520582059127889e+00
5.931418217850599603e+02,1.283148596629405167e-11,-1.801061458601405991e-09,-3.267800882310790678e-06,1.122505686856120795e-03,-3.731019349174518468e-02,2.138057967521982849e+00
5.933475982294399955e+02,2.531141186432004428e-11,-9.037063155752465016e-09,-1.838120371830421275e-06,1.010662093875855502e-03,-3.400605697277830214e-02,2.094119999432186852e+00
5.935533579985000188e+02,2.856091553427561290e-11,-1.051672677089206323e-08,-1.552141698639914326e-06,9.731520150890574138e-04,-3.177970728110417892e-02,2.080439533880211744e+00
5.937591010922399164e+02,4.353827728041325793e-11,-1.937703409502693194e-08,1.360973673301282446e-07,8.674686282565332055e-04,-3.128723289302461769e-02,2.137866625356199091e+00
5.939648275106600295e+02,3.665929034767896835e-11,-1.552991373526887504e-08,-5.496890974572711080e-07,9.097130447441837634e-04,-3.252096061389675441e-02,2.172487209681491116e+00
5.941705372537600169e+02,5.305232499733570772e-11,-2.614630113551077406e-08,1.963806941366369094e-06,6.446319019633548093e-04,-2.106345436807849011e-02,2.018912188297420585e+00
5.943762303215399925e+02,4.698721033605439835e-11,-2.156194143582136013e-08,6.856600489177325396e-07,8.004941051975561885e-04,-2.859863943616377385e-02,2.122757546122727046e+00
5.945819067139999561e+02,3.492888740754698258e-11,-1.561540482267489782e-08,-2.336418824283846540e-07,8.510676778423649762e-04,-3.011593734432690961e-02,2.152449693831433475e+00
5.947875664311400215e+02,2.848797111795246407e-11,-1.220704134969532341e-08,-7.727761403562439414e-07,8.675554014309114041e-04,-2.831400403694955825e-02,2.077392857398165482e+00
5.949932094729600749e+02,5.678612670379435684e-11,-2.896649207142663638e-08,2.630295448706622883e-06,5.937696655390290118e-04,-2.115435005917502831e-02,2.037871594989797863e+00
5.951988358394600027e+02,4.215288606475578563e-11,-2.007611922255296908e-08,7.959268698987849980e-07,7.370681330729910059e-04,-2.409625367583963923e-02,2.045263587575222086e+00
5.954044455306400323e+02,2.993693777335949021e-11,-1.254223170533213707e-08,-9.118861389365568269e-07,9.128074346465474493e-04,-3.152003608678518448e-02,2.095755049188245955e+00
5.956100385465000500e+02,7.693818715994276601e-11,-4.153011866464869458e-08,5.443448885332698059e-06,3.241712753290294292e-04,-1.175949146873836795e-02,1.983570451260096679e+00
5.958156148870399420e+02,4.575521093838411129e-11,-2.154384600037660021e-08,7.953025083548051873e-07,7.967867865078059973e-04,-3.077161679992426735e-02,2.182653698255934138e+00
5.960211745522600495e+02,3.698992051167526242e-11,-1.613360507035427922e-08,-3.256383871050545004e-07,8.810031769486189462e-04,-3.211518461010087061e-02,2.168043426695803522e+00
5.962267175421600314e+02,4.257086374434566229e-11,-1.942109990284943480e-08,2.200963978581099132e-07,8.775640863717745896e-04,-3.625258385411073148e-02,2.238935463483316290e+00
5.964322438567400013e+02,4.785286098908093672e-11,-2.265286466264880433e-08,9.351434734441047674e-07,8.074309000128493353e-04,-3.319622657060431609e-02,2.170268382970107712e+00
5.966377534960000730e+02,3.931425399382003460e-11,-1.778290422396948100e-08,3.492839597519597090e-08,8.613626129187566122e-04,-3.353555305474156117e-02,2.203334027955923258e+00
5.968432464599400191e+02,5.181972919195711662e-11,-2.611319505097840621e-08,1.994062593754808674e-06,6.757213166713313054e-04,-2.828632246495633301e-02,2.227828802278572606e+00
5.970487227485599533e+02,4.705422910806748303e-11,-2.239052207174163090e-08,1.031412374228779766e-06,7.687907925637626561e-04,-3.053693842870267364e-02,2.212649684038408893e+00
5.972541823618599892e+02,2.524967452621309790e-11,-9.967111300762048335e-09,-1.382688330154194651e-06,9.507157599273406527e-04,-3.425002111381365150e-02,2.164836099536886049e+00
5.974596252998400132e+02,5.790685886976492300e-11,-2.927896404290226057e-08,2.451281410921935485e-06,6.667388659370217935e-04,-2.910792062721775583e-02,2.198748868740430851e+00
5.976650515625000253e+02,6.863289640931812947e-11,-3.599665532405343842e-08,4.059516186435734824e-06,4.868255641524649527e-04,-2.090614140438662449e-02,2.108480791105069585e+00
5.978704611498400254e+02,5.031167989845318103e-11,-2.500940756507972676e-08,1.787761509495916281e-06,6.712783268969181507e-04,-2.518895776540615652e-02,2.093556720849770958e+00
5.980758540618600136e+02,6.957372906040680220e-11,-3.630793830181031633e-08,3.938470648323043864e-06,5.351395841360615836e-04,-2.476803957385557281e-02,2.176111539581825571e+00
5.982812302985599899e+02,7.181664638569824763e-11,-3.696639417256652673e-08,3.888423857526367816e-06,5.599244435883787580e-04,-2.621942290595943165e-02,2.192343009198734816e+00
5.984865898599399543e+02,1.032434074230400104e-10,-5.554995594516671698e-08,7.712496022292933246e-06,2.348146644851598942e-04,-1.600371358220858270e-02,2.132520641642035475e+00
5.986919327460000204e+02,3.757684623001432890e-11,-1.588599335273317131e-08,-6.364540929758991425e-07,9.618727036455178379e-04,-3.991172729343239745e-02,2.326719025846224032e+00
5.988972589567399609e+02,5.271149704135926610e-11,-2.536948306266556754e-08,1.441213553961134211e-06,7.734762907453092765e-04,-3.368091476716635058e-02,2.276353269402499269e+00
5.991025684921600032e+02,7.753719455483052366e-11,-4.050814879879291414e-08,4.604164648205937832e-06,5.108257975151313159e-04,-2.611416636814678505e-02,2.215316229688744532e+00
5.993078613522600335e+02,3.429223557904302050e-11,-1.486620849321728031e-08,-7.105947346338117581e-07,9.714139361589078448e-04,-4.142756711777050710e-02,2.308994148373128219e+00
5.995131375370400519e+02,6.117121248050157506e-11,-2.963366640705955844e-08,2.053827700281879684e-06,7.534580920051952733e-04,-3.362321344999248673e-02,2.231402214338896073e+00
5.997183970464999447e+02,5.437669312835591092e-11,-2.580115173561350451e-08,1.229247642877183557e-06,8.415872308454196886e-04,-3.786934989246171918e-02,2.286418497312384446e+00
5.999236398806400530e+02,3.940747259269768609e-11,-1.759797594818764191e-08,-2.261112338814096508e-07,9.326781663457973156e-04,-3.932588021645278681e-02,2.286802971921311212e+00
6.001288660394600356e+02,5.726255166979115801e-11,-2.928312164122147441e-08,2.597136728370163050e-06,6.284602309579830548e-04,-2.640898522112734154e-02,2.220790199099771378e+00
6.003340755229598926e+02,7.482691075436362038e-11,-3.930237107312606093e-08,4.560341165184768718e-06,4.709800269605633597e-04,-2.146340683532898391e-02,2.180240871965308358e+00
6.005392683311399651e+02,6.958244407473109849e-11,-3.549610447291252583e-08,3.509941572935488684e-06,6.035766412493007117e-04,-2.834972754109652687e-02,2.258691433648014613e+00
6.007444444639999119e+02,7.181871179822924225e-11,-3.772548901669702020e-08,4.239413112497637509e-06,5.068292209989800571e-04,-2.375531360336182937e-02,2.226260733442182893e+00
6.009496039215400742e+02,8.500739044616346846e-11,-4.543024227148001021e-08,5.814673876519661587e-06,3.677227319411373254e-04,-1.843084816962356487e-02,2.177690806955875580e+00
6.011547467037599972e+02,7.479201294848976994e-11,-3.938182669804171033e-08,4.559592317357049284e-06,4.833454477678513763e-04,-2.380240267749171926e-02,2.253421423447393934e+00
6.013598728106600220e+02,7.037261288011319940e-11,-3.663155754204395896e-08,3.966273798909356433e-06,5.260138995094301370e-04,-2.318890295951865285e-02,2.220767191610306224e+00
6.015649822422400348e+02,6.836964956503349563e-11,-3.434047652478041521e-08,3.084895657619619547e-06,6.684965203744193136e-04,-3.183295792420581805e-02,2.314079431713992996e+00
6.017700749985000357e+02,6.205270425793179972e-11,-3.059386962962618897e-08,2.289339913529153856e-06,7.420065267443993161e-04,-3.433338157261289769e-02,2.320167205555977663e+00
6.019751510794400247e+02,5.462813622641378309e-11,-2.687155055241047926e-08,1.765528104612478895e-06,7.457214188613117082e-04,-3.208229298476913266e-02,2.324943300879716013e+00
6.021802104850600017e+02,5.212184280932790330e-11,-2.582677328395610984e-08,1.673445350853551620e-06,7.439489585253049450e-04,-3.234649821653613061e-02,2.318212288905369345e+00
6.023852532153599668e+02,6.783546919587668911e-11,-3.478105521591947135e-08,3.452928886549906044e-06,5.923461642327107609e-04,-2.660306794071660291e-02,2.270128578226194627e+00
6.025902792703400337e+02,5.448289112634490171e-11,-2.657493485717114767e-08,1.725022750379292825e-06,7.328926722739484943e-04,-2.977414830930759024e-02,2.261382296321210461e+00
6.027952886499999750e+02,4.850530548891451001e-11,-2.211329627638109941e-08,4.632386661889278824e-07,8.969265907321450964e-04,-3.860342797766592310e-02,2.353893266098808112e+00
6.030002813543399043e+02,5.814495269054737264e-11,-2.877563678258580902e-08,2.169406264984908519e-06,7.003036727598946614e-04,-2.955633441985462337e-02,2.318883896118707710e+00
6.032052573833600491e+02,5.832688393276896170e-11,-2.782592538122473373e-08,1.630654226427506936e-06,7.960608872707240335e-04,-3.536048618531377474e-02,2.382333777712231981e+00
6.034102167370599545e+02,6.777706307212990557e-11,-3.363790430705646021e-08,2.919950592120388284e-06,6.731157719624952926e-04,-3.112370685454314556e-02,2.389627284967593024e+00
6.036151594154399618e+02,7.180725207777687095e-11,-3.790530643961535310e-08,4.401011897928799730e-06,4.597466150589015681e-04,-1.897783187151320244e-02,2.256557814437743836e+00
6.038200854184999571e+02,6.495226387830244263e-11,-3.124261894486252088e-08,2.206191546354704980e-06,7.574439676124791873e-04,-3.384046625548169790e-02,2.346809744230641481e+00
6.040249947462399405e+02,7.650933327523391740e-11,-4.032903486539341963e-08,4.797975600021310562e-06,4.375430152294237148e-04,-1.874970962425749621e-02,2.230409202150163583e+00
6.042298873986600256e+02,6.212810095674147063e-11,-2.956042652599733701e-08,1.934935034580377366e-06,7.559997563964396608e-04,-3.139348242520190180e-02,2.318088210995772336e+00
6.044347633757599851e+02,7.835528747807659731e-11,-4.018419506397754696e-08,4.378504989803232745e-06,5.221056307738397659e-04,-2.316283178817402783e-02,2.304080987028208405e+00
6.046396226775400464e+02,7.526907255910847180e-11,-3.949820785210409763e-08,4.598140515270991013e-06,4.564787136639180168e-04,-1.910366389732890899e-02,2.270374658200868812e+00
6.048444653039999821e+02,6.806027258919513847e-11,-3.495746918177930615e-08,3.623115784389054687e-06,5.363326720830059345e-04,-2.090977757731335429e-02,2.255924636100211433e+00
6.050492912551400195e+02,7.117926732985459655e-11,-3.655054539165995962e-08,3.874807026573865263e-06,5.252715349972682810e-04,-2.094734416742944499e-02,2.266400322214596752e+00
6.052541005309600450e+02,6.700661815305472391e-11,-3.256858024710591147e-08,2.579940226152615940e-06,6.987798185587313889e-04,-2.954564164516376018e-02,2.358173583669288309e+00
6.054588931314600586e+02,6.848913379002257166e-11,-3.387913960407260719e-08,3.067591195142856767e-06,6.169827510154478247e-04,-2.436635215154083975e-02,2.308435354208238088e+00
6.056636690566399466e+02,7.426847668805178512e-11,-3.816066306593596472e-08,4.175782183604257381e-06,4.952792208229906974e-04,-1.899444794192287761e-02,2.261795482614212816e+00
6.058684283065000500e+02,6.008677208480753926e-11,-2.834098087941349387e-08,1.808823952620589921e-06,7.269335995648754231e-04,-2.689871351208132991e-02,2.297594574519984167e+00
6.060731708810400278e+02,7.104222385828546469e-11,-3.490449642778162733e-08,3.105411487545716441e-06,6.370230711544539815e-04,-2.566372073938914117e-02,2.283174925039163305e+00
6.062778967802599936e+02,8.269689670874864149e-11,-4.348667635167573173e-08,5.390428991540724566e-06,3.787708763319574739e-04,-1.548558282401816567e-02,2.274327898701322237e+00
6.064826060041600613e+02,6.885141237455357320e-11,-3.415573450303924818e-08,3.144896312688016401e-06,6.087017334422411977e-04,-2.417157629511880110e-02,2.287699739463419313e+00
6.066872985527400033e+02,6.092498660274654755e-11,-2.909465208994255254e-08,2.018297630365655116e-06,7.071217822979316290e-04,-2.686868959557470876e-02,2.354318452947424145e+00
6.068919744259999334e+02,6.469304630708278809e-11,-3.210067968438913930e-08,2.914783020009592914e-06,5.903666241496598448e-04,-2.072011758270256992e-02,2.261314310209215250e+00
6.070966336239399652e+02,8.044808502789677310e-11,-4.067571886613859844e-08,4.412621542729066997e-06,5.055629324645020788e-04,-2.080811875742017564e-02,2.289850195516784925e+00
6.073012761465599851e+02,7.648346505362232631e-11,-3.838601793486134940e-08,4.012499740327216901e-06,5.205282718676875701e-04,-1.976052842622820147e-02,2.244340752775185077e+00
6.075059019938599931e+02,6.434218583013545240e-11,-3.053930641933426628e-08,2.120532414153102812e-06,7.295743155440219873e-04,-2.920950236363798261e-02,2.318147569164499711e+00
6.077105111658399892e+02,7.045409447837520598e-11,-3.590851103697251212e-08,3.755677262117371018e-06,5.243157611719474363e-04,-2.042817121506939823e-02,2.314516133176554025e+00
6.079151036625000870e+02,7.530495851299190933e-11,-3.817023321186153694e-08,4.052928550760081836e-06,5.142068432228936526e-04,-1.958165284823904645e-02,2.229115984763168523e+00
6.081196794838400592e+02,6.875759798629847676e-11,-3.322953693302039498e-08,2.812110988256704542e-06,6.297975513031232441e-04,-2.245584168655827967e-02,2.210328485167232682e+00
6.083242386298600195e+02,6.759203711353925266e-11,-3.267722000423521705e-08,2.732271109665144686e-06,6.361172892450613417e-04,-2.319212023949200271e-02,2.269172231429136488e+00
6.085287811005600815e+02,7.003591439108076179e-11,-3.470848142741631255e-08,3.324893634918522650e-06,5.620400755425113528e-04,-1.948064962737046033e-02,2.185245277733847580e+00
6.087333068959400180e+02,5.125387787912337993e-11,-2.341261447430745301e-08,9.402714994512397293e-07,7.721734022685133349e-04,-2.620389065650021582e-02,2.200128703365988425e+00
6.089378160159999425e+02,4.391346878952136567e-11,-1.983748989258496096e-08,4.390457776538468454e-07,7.879709834250744806e-04,-2.621590924957518248e-02,2.241257093901097175e+00
6.091423084607400824e+02,5.359008640040598801e-11,-2.581013198166830109e-08,1.691370933729921888e-06,6.941857713280131202e-04,-2.553258824453997003e-02,2.255590215524974962e+00
6.093467842301599831e+02,6.810160398101288130e-11,-3.465102584445597698e-08,3.693455755692863627e-06,4.767519676649030979e-04,-1.462221462463347485e-02,2.172973601725752157e+00
6.095512433242599855e+02,6.515218163898337607e-11,-3.307566879065704609e-08,3.316186010428875628e-06,5.358358137842419468e-04,-1.916240522034237670e-02,2.184682960413604658e+00
6.097556857430399759e+02,8.428223239869250028e-11,-4.395229865623469735e-08,5.489003054137463016e-06,3.468381701334140050e-04,-1.218989995224512186e-02,2.135806871921160699e+00
6.099601114864999545e+02,7.337009111371189379e-11,-3.716867456689688602e-08,4.066108971401381337e-06,4.600145797031053607e-04,-1.441996110965868341e-02,2.096962700057749984e+00
6.101645205546399211e+02,7.046571364353828713e-11,-3.522907065827791488e-08,3.547008898797380268e-06,5.305122389446801420e-04,-1.909776084096671475e-02,2.190298793229151553e+00
6.103689129474599895e+02,8.369111213074213154e-11,-4.426524975332118875e-08,5.688954340263804220e-06,3.276172295636633168e-04,-1.308035903430566395e-02,2.184769612300800024e+00
6.105732886649599322e+02,6.214098723358789430e-11,-3.088711380935591941e-08,2.826287376727044691e-06,5.706701635722087390e-04,-1.973578475895616802e-02,2.167367120256743274e+00
6.107776477071400905e+02,6.195437036675056340e-11,-3.117300311065585640e-08,3.005103309365066828e-06,5.433397817463195842e-04,-1.895926936407514932e-02,2.181102517626358317e+00
6.109819900740000094e+02,5.433963262066706020e-11,-2.702618670969148122e-08,2.211283155547490646e-06,6.114507584443728801e-04,-2.169555063943394077e-02,2.185637171310582882e+00
6.111863157655400300e+02,5.310072807549138139e-11,-2.578819819427041704e-08,1.801837089419368998e-06,6.643885458261146893e-04,-2.383872030910899609e-02,2.189966258134573796e+00
6.113906247817600388e+02,6.457565138973758555e-11,-3.281568540406017614e-08,3.408796816112174871e-06,4.897881204071504032e-04,-1.514673732829554219e-02,2.052495241403710757e+00
6.115949171226600356e+02,5.552125848736378094e-11,-2.737868822920327376e-08,2.220341752459841473e-06,6.092149182305642416e-04,-2.062099712094415602e-02,2.102786302312119382e+00
6.117991927882400205e+02,6.591163583278723183e-11,-3.484211380649016013e-08,4.133281549206331904e-06,4.022226930656782381e-04,-1.239560882504734535e-02,2.035120094761492915e+00
6.120034517784999935e+02,6.496732610209318112e-11,-3.374570861808923527e-08,3.767774330598593531e-06,4.502650055184511876e-04,-1.511707872408003979e-02,2.095268213027391191e+00
6.122076940934399545e+02,4.711999397746635059e-11,-2.339817537473991759e-08,1.770332820842447174e-06,5.954834876708948272e-04,-1.840604662816249654e-02,2.094790579712616729e+00
6.124119197330600173e+02,8.820451677439727334e-11,-4.821005213616641886e-08,6.931583172514139886e-06,1.617428026178866331e-04,-5.064366572507882081e-03,1.960594600287011602e+00
6.126161286973599545e+02,5.716238247229544821e-11,-2.933311982279276705e-08,2.956840496205167631e-06,5.076817623003639524e-04,-1.716288283951579105e-02,2.065953673389002265e+00
6.128203209863399934e+02,7.926775596349030117e-11,-4.218567143781494138e-08,5.506067204252457891e-06,3.083187924023929674e-04,-1.228874814476044533e-02,2.087697731608017637e+00
6.130244966000000204e+02,6.690081372843849296e-11,-3.380240008390897203e-08,3.481405396707023820e-06,5.126715219023260687e-04,-1.945263303383986883e-02,2.075201781690243497e+00
6.132286555383400355e+02,3.474358219066838904e-11,-1.493719922501471330e-08,-3.853483685132222942e-07,8.422213975718796999e-04,-2.981622282019264977e-02,2.125851250735304454e+00
6.134327978013599250e+02,6.249165611275462591e-11,-3.256800282481177722e-08,3.613785825148531209e-06,4.530537786952147823e-04,-1.515574995130728603e-02,2.002927496385344508e+00
6.136369233890600299e+02,6.246182367586334736e-11,-3.157343593472373769e-08,3.085505624552803355e-06,5.442550264206464858e-04,-2.042670335381817359e-02,2.039102213898807303e+00
6.138410323014400092e+02,7.476877076169377509e-11,-4.063824196999244904e-08,5.476459653460898648e-06,2.792853690695654297e-04,-1.002023295314659855e-02,1.939760637188934211e+00
6.140451245385000902e+02,5.521341958626749542e-11,-2.696233738519132151e-08,2.010616778013803195e-06,6.577880283197700025e-04,-2.598587916263477710e-02,2.060272439589375892e+00
6.142492001002400457e+02,7.408304152451608785e-11,-3.994281727279159317e-08,5.211050645535878329e-06,3.195236684285949688e-04,-1.235302954935028029e-02,1.985491931566728985e+00
6.144532589866601029e+02,7.728263527802826991e-11,-4.017530125850241912e-08,4.736756467324309289e-06,4.269713162403390933e-04,-1.844204690759976631e-02,1.984574321591523915e+00
6.146573011977600345e+02,5.163558059058484643e-11,-2.617671465728028055e-08,2.204025552099858761e-06,6.060295476528529792e-04,-2.365368426451127520e-02,2.028858187013533598e+00
6.148613267335399541e+02,7.386829026873907179e-11,-3.917134164834044512e-08,4.781669882719358093e-06,4.024234048063357020e-04,-1.792336641312525583e-02,1.969703568866456811e+00
6.150653355940000893e+02,6.278414733312369968e-11,-3.206796418100091023e-08,3.153837911578901037e-06,5.576033303347293453e-04,-2.283264130027317859e-02,1.958033343041611252e+00
6.152693277791399851e+02,4.701710101383205264e-11,-2.248782560968407136e-08,1.167254559578505550e-06,7.247311411246462002e-04,-2.845081268815156592e-02,2.031590425265941580e+00
6.154733032889599826e+02,7.307622387626009982e-11,-3.821354632225669056e-08,4.523833705314402083e-06,4.192307828012860143e-04,-1.756915824562024775e-02,1.939562105061860331e+00
6.156772621234600820e+02,7.261017921327413750e-11,-3.906169834188016509e-08,4.893928995538471652e-06,3.818377804815960156e-04,-1.722242435401670491e-02,1.941103795066942528e+00
6.158812042826399420e+02,7.774751428194795225e-11,-4.092579682448350727e-08,5.025618049034565233e-06,3.886256922849631607e-04,-1.715372195538604483e-02,1.910954532098151359e+00
6.160851297664999038e+02,7.616930146746978575e-11,-4.152838011456636282e-08,5.487347876257043573e-06,3.226369161566701731e-04,-1.524641932548806249e-02,1.938151185086033346e+00
6.162890385750400810e+02,6.537671250399548618e-11,-3.529383708821129747e-08,4.280035830589245514e-06,4.143000145414057729e-04,-1.771346146421711940e-02,1.952314005000401975e+00
6.164929307082600189e+02,7.633609132567736043e-11,-4.143712535219230175e-08,5.434043278285475996e-06,3.296484709458046372e-04,-1.556457399546586767e-02,1.931700307362509417e+00
6.166968061661599450e+02,8.731211402432245662e-11,-4.801735180303777323e-08,6.833000754642683320e-06,2.030803263285249258e-04,-1.109142730442363133e-02,1.872755135116119574e+00
6.169006649487399727e+02,7.652382025644670108e-11,-4.083778976579041115e-08,5.150559329698824660e-06,3.704141071793545922e-04,-1.727432906996310968e-02,1.892839532073421704e+00
6.171045070559999886e+02,7.776953899904808845e-11,-4.186429221285426830e-08,5.407408318342678182e-06,3.430962245809613949e-04,-1.602561229592533443e-02,1.882922375834497730e+00
6.173083324879399925e+02,1.308839044719130660e-11,-5.887655078527476977e-09,-1.609173946038820496e-06,9.124085426346097410e-04,-3.359543087498807756e-02,2.020838686148648033e+00
6.175121412445599844e+02,6.189147979981164862e-11,-3.178512618206960979e-08,3.074867231759599472e-06,5.873052175227741955e-04,-2.696710659460751364e-02,1.976975467630901706e+00
6.177159333258600782e+02,4.465903761837327694e-12,-1.320204540350237485e-10,-2.938044624390545883e-06,1.040905129595507024e-03,-3.870712562006823482e-02,2.092114836332144012e+00
6.179197087318400463e+02,1.267520103334695328e-11,-4.397726140491157970e-09,-2.261671818663666334e-06,1.009441704706707079e-03,-3.838478441918477535e-02,2.058063095665017883e+00
6.181234674625000025e+02,6.531066396298640500e-12,-8.991511171702330819e-10,-2.927974487251323202e-06,1.060728610812827332e-03,-4.002535096188911123e-02,2.045836710636915523e+00
6.183272095178400605e+02,5.161927990462554844e-11,-2.606972852344404787e-08,2.074120468710736343e-06,6.333110916431931511e-04,-2.524529962935424462e-02,1.912643657733020586e+00
6.185309348978599928e+02,5.934423159148448455e-11,-3.118135999756052066e-08,3.257199791117873641e-06,5.322542005519046359e-04,-2.385336610904243912e-02,1.931860986769075472e+00
6.187346436025600269e+02,8.066225421182258386e-12,-2.027165792971728451e-09,-2.667979187071508752e-06,1.034928100002139662e-03,-3.878263750908868962e-02,2.070090638988689502e+00
6.189383356319400491e+02,5.917413153339075906e-11,-3.087406101194935052e-08,3.055937957532290519e-06,5.661730618767579510e-04,-2.522736641375433395e-02,1.990520954811468624e+00
6.191420109859999457e+02,4.928526590680873944e-11,-2.523346292833479265e-08,2.000433448204650930e-06,6.351870313218654050e-04,-2.594144556692712378e-02,1.985315200736265551e+00
6.193456696647399440e+02,5.116236359318749090e-11,-2.509837427441034985e-08,1.665235589592703458e-06,6.940730699867499231e-04,-2.868661565484113135e-02,1.992188687939231206e+00
6.195493116681600441e+02,-5.651392375563817668e-12,6.801457301110711833e-09,-4.653387245241044817e-06,1.218182614750859972e-03,-4.519221364378415290e-02,2.112090854993399880e+00
6.197529369962600185e+02,5.275292396093985297e-12,5.048469294072947361e-10,-3.440567064166181612e-06,1.130823363176735848e-03,-4.334915145786166768e-02,2.147344657801030898e+00
6.199565456490399811e+02,6.423129944296732946e-11,-3.365609121268188618e-08,3.668192607367563866e-06,4.932677792692776115e-04,-2.072634450751239393e-02,1.936792122156219653e+00
6.201601376265000454e+02,-1.000176660961549051e-12,4.408655721987944053e-09,-4.292700375242493445e-06,1.203134449085692479e-03,-4.482162193712833226e-02,2.100407975054965348e+00
6.203637129286399841e+02,2.169765072833374401e-12,2.261288240596460679e-09,-3.776801129817270072e-06,1.153413995778823382e-03,-4.343260519230252026e-02,2.137111333428532323e+00
6.205672715554600245e+02,8.326116026787938086e-11,-4.482421155300394477e-08,5.806727814982632885e-06,3.456281994886028336e-04,-1.761689770597309537e-02,1.915543116428045645e+00
6.207708135069600530e+02,6.948885214437263409e-11,-3.662797225778662242e-08,4.116092531459598783e-06,4.894354321303287861e-04,-2.254598993999338066e-02,1.982461623423429797e+00
6.209743387831400696e+02,1.254933987381312895e-11,-4.232127869890396261e-09,-2.367431523205209491e-06,1.025747476711178375e-03,-3.878835119024473532e-02,2.096702715265088557e+00
6.211778473840000743e+02,2.084004159959020051e-11,-9.480702012767086039e-09,-1.244404673370383377e-06,9.306565822216266793e-04,-3.578183662449562624e-02,2.101164772523597790e+00
6.213813393095399533e+02,3.870114191317841161e-12,8.751083698633491091e-10,-3.422650887181869092e-06,1.115868934691959576e-03,-4.135497701972726259e-02,2.104423884723223281e+00
6.215848145597600478e+02,4.951366503696406629e-11,-2.458152142096021177e-08,1.658539275615540263e-06,6.777824825205745318e-04,-2.632601370976217839e-02,1.990193085642583126e+00
